Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,SMA_200,EMA_20,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,BB_Width,Daily_Return,Volatility_20,Price_Change,HL_Range,OC_Range,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Close_Lag_7
2013-10-16,1282.0,1284.0,1269.199951171875,1282.800048828125,86,1315.2950012207032,1341.41400390625,1447.7820001220703,1310.8536059043302,37.30621920147999,-17.01825788732708,-13.215914078036953,-3.8023438092901287,1364.482123281453,1315.2950012207032,1266.1078791599534,98.37424412149949,0.9681266295257673,1.7648987071547162,12.300048828125,14.800048828125,0.800048828125,1270.5,1275.800048828125,1286.9000244140625,1317.5999755859375,1313.800048828125
2013-10-17,1322.699951171875,1322.699951171875,1307.0,1307.0,72,1312.5,1341.90400390625,1445.9529998779296,1310.4865958182036,46.65744432263046,-15.171754113481938,-13.60708208512595,-1.5646720283559876,1356.3618640602208,1312.5,1268.6381359397792,87.72372812044159,1.8864944068237577,1.296079917170184,24.199951171875,15.699951171875,-15.699951171875,1282.800048828125,1270.5,1275.800048828125,1303.4000244140625,1326.5
2013-10-18,1314.4000244140625,1326.0,1312.5999755859375,1318.800048828125,65,1311.0650024414062,1342.6020043945311,1444.1165002441405,1311.27835324772,43.39530017128073,-12.610851203371567,-13.407835908775075,0.7969847054035082,1351.8774259107643,1311.0650024414062,1270.2525789720482,81.62484693871602,0.9028346463752834,1.2991153505087696,11.800048828125,13.4000244140625,4.4000244140625,1307.0,1282.800048828125,1270.5,1286.9000244140625,1317.5999755859375
2013-10-21,1315.699951171875,1317.699951171875,1315.699951171875,1316.800048828125,23,1310.5500061035157,1342.636005859375,1442.4655004882814,1311.8042290172823,47.03076355492844,-10.620276544984563,-12.850324036016973,2.23004749103241,1350.7660595585114,1310.5500061035157,1270.33395264852,80.43210690999149,-0.1516530122801507,1.2560550052433699,-2.0,2.0,1.10009765625,1318.800048828125,1307.0,1282.800048828125,1275.800048828125,1303.4000244140625
2013-10-22,1342.5,1342.5999755859375,1313.9000244140625,1313.9000244140625,55,1310.185009765625,1342.5700073242188,1440.7525006103515,1312.0038285788803,58.35527789891124,-9.171021691301803,-12.11446356707394,2.9434418757721375,1350.1256469921525,1310.185009765625,1270.2443725390974,79.88127445305508,-0.22023270857586263,1.253169654725874,-2.9000244140625,28.699951171875,-28.5999755859375,1316.800048828125,1318.800048828125,1307.0,1270.5,1286.9000244140625
2013-10-23,1333.9000244140625,1333.9000244140625,1331.9000244140625,1331.9000244140625,13,1310.6450134277343,1342.5700073242188,1439.1735009765625,1313.8987043727072,56.791822865413415,-6.495155105752019,-10.990601874809556,4.495446769057537,1351.3962353537136,1310.6450134277343,1269.893791501755,81.50244385195856,1.369967247548165,1.2911449289827428,18.0,2.0,-2.0,1313.9000244140625,1316.800048828125,1318.800048828125,1282.800048828125,1275.800048828125
2013-10-24,1350.199951171875,1350.199951171875,1334.5,1334.5,18,1310.6100158691406,1342.9060083007812,1437.5530010986329,1315.8607325276876,56.31472089771023,-4.117254114710931,-9.615932322789831,5.4986782080789,1351.2735540183273,1310.6100158691406,1269.946477719954,81.32707629837341,0.1952080139859813,1.2743385619380152,2.5999755859375,15.699951171875,-15.699951171875,1331.9000244140625,1313.9000244140625,1316.800048828125,1307.0,1270.5
2013-10-25,1352.4000244140625,1353.0,1346.199951171875,1346.199951171875,23,1311.8450134277343,1343.0280078125,1435.9215008544923,1318.7501819223721,60.5058082371363,-1.273976559703442,-7.947541170172554,6.6735646104691115,1355.3052994767288,1311.8450134277343,1268.3847273787399,86.92057209798895,0.8767291998407645,1.264291245688952,11.699951171875,6.800048828125,-6.2000732421875,1334.5,1331.9000244140625,1313.9000244140625,1318.800048828125,1282.800048828125
2013-10-28,1352.0,1359.199951171875,1349.0,1351.4000244140625,23,1312.1250122070312,1342.7200073242188,1434.3130010986329,1321.8596907311046,58.48671165042808,1.383001459234265,-6.081432644291191,7.4644341035254556,1356.5674520476673,1312.1250122070312,1267.682572366395,88.8848796812722,0.38627792533054706,1.1992079426111175,5.2000732421875,10.199951171875,-0.5999755859375,1346.199951171875,1334.5,1331.9000244140625,1316.800048828125,1307.0
2013-10-29,1345.199951171875,1359.699951171875,1345.199951171875,1359.5999755859375,168,1313.705010986328,1342.3320068359376,1432.7840008544922,1325.4540035744221,64.3835616438356,4.103045852919195,-4.0445369448491135,8.147582797768308,1362.5523535693196,1313.705010986328,1264.8576684033364,97.69468516598317,0.6067745318733664,1.1618945520286743,8.199951171875,14.5,14.4000244140625,1351.4000244140625,1346.199951171875,1334.5,1313.9000244140625,1318.800048828125
2013-10-30,1349.0,1355.800048828125,1335.5999755859375,1340.800048828125,44,1316.3200134277345,1342.0480078125,1431.1300012207032,1326.9155316938225,62.41700879052293,4.6876671510190135,-2.2980961256754884,6.985763276694502,1365.0855802469607,1316.3200134277345,1267.5544466085082,97.5311336384525,-1.3827542729772713,0.9785396990031512,-18.7999267578125,20.2000732421875,-8.199951171875,1359.5999755859375,1351.4000244140625,1346.199951171875,1331.9000244140625,1316.800048828125
2013-10-31,1323.5999755859375,1334.0,1321.699951171875,1334.0,62,1317.4200134277344,1341.2780078125,1429.4280010986329,1327.5902429610774,66.71396998751572,4.549829034739332,-0.9285110935925244,5.4783401283318565,1366.7643498880814,1317.4200134277344,1268.0756769673874,98.68867292069399,-0.5071635277809183,0.9119667853039648,-6.800048828125,12.300048828125,10.4000244140625,1340.800048828125,1359.5999755859375,1351.4000244140625,1334.5,1313.9000244140625
2013-11-01,1313.0999755859375,1325.699951171875,1308.0,1325.699951171875,21,1317.8950134277343,1340.5520068359374,1427.6745007324218,1327.4102151716295,68.06657025976827,3.7278741478351094,0.002765954693002385,3.725108193142107,1367.372617368189,1317.8950134277343,1268.4174094872797,98.95520788090926,-0.6221925658264627,0.9235638636692464,-8.300048828125,17.699951171875,12.5999755859375,1334.0,1340.800048828125,1359.5999755859375,1346.199951171875,1331.9000244140625
2013-11-04,1314.5999755859375,1320.5,1312.0999755859375,1314.5999755859375,39,1317.935009765625,1339.3080053710937,1425.8105004882811,1326.1901923539444,65.32312998747062,2.1559413646548364,0.43340103668536917,1.7225403279694673,1367.3999674431489,1317.935009765625,1268.470052088101,98.9299153550478,-0.8372916945592057,0.9432643837753387,-11.0999755859375,8.4000244140625,0.0,1325.699951171875,1334.0,1340.800048828125,1351.4000244140625,1334.5
2013-11-05,1308.0,1317.5,1306.9000244140625,1313.300048828125,98,1317.2750122070313,1337.6020068359376,1423.9255004882812,1324.9625596371998,61.47480150930087,0.796103102398547,0.5059414498280048,0.29016165257054216,1366.6108677501543,1317.2750122070313,1267.9391566639083,98.67171108624598,-0.09888382640758087,0.9159195623088549,-1.2999267578125,10.5999755859375,5.300048828125,1314.5999755859375,1325.699951171875,1334.0,1359.5999755859375,1346.199951171875
2013-11-06,1317.699951171875,1318.5999755859375,1312.5,1313.5,11,1317.0700134277345,1335.796005859375,1422.0365002441406,1323.8708872907998,52.984392024284055,-0.2624191247170984,0.3522693349189842,-0.6146884596360827,1366.4342476065551,1317.0700134277345,1267.7057792489138,98.7284683576413,0.015225094376059012,0.9040534902930454,0.199951171875,6.0999755859375,-4.199951171875,1313.300048828125,1314.5999755859375,1325.699951171875,1340.800048828125,1351.4000244140625
2013-11-07,1308.4000244140625,1323.5999755859375,1298.0,1323.5999755859375,129,1318.080010986328,1333.9220043945313,1420.2504998779298,1323.845086176051,52.238775377741035,-0.2830590664596002,0.22520365464326733,-0.5082627211028675,1367.0919345218113,1318.080010986328,1269.0680874508448,98.02384707096644,0.7689360933336609,0.8835177451185873,10.0999755859375,25.5999755859375,15.199951171875,1313.5,1313.300048828125,1314.5999755859375,1334.0,1359.5999755859375
2013-11-08,1284.5,1308.0999755859375,1281.300048828125,1308.0,22,1319.135009765625,1331.73400390625,1418.4754998779297,1322.3360303497604,46.35758979458201,-1.5404467135240338,-0.12792641899019294,-1.4125202945338409,1366.1903091292006,1319.135009765625,1272.0797104020494,94.11059872715123,-1.1786019850167806,0.8767030534785929,-15.5999755859375,26.7999267578125,23.5,1323.5999755859375,1313.5,1313.300048828125,1325.699951171875,1340.800048828125
